dataset,root,data_split,facial_video,EEG,ECG,EDA,EOG,EMG,GSR,BVP,respiration,skin_temp,heart_rate,IBI,MEG,anno_type,self_annotation,external_annotation,partner_annotation,frame_size,fps,duration,EEG_vec_counts,EEG_ch,bool_both_file,participant_id,sample_id,fold
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/26/22.mp4,./datasets/MDMER/MDMER_physio/EEG/26_22_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/26_22_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/26_22_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[7, 7, 4]",False,False,640/480,30,32.0,9600,18,True,26,660,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/26/23.mp4,./datasets/MDMER/MDMER_physio/EEG/26_23_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/26_23_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/26_23_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 4, 5]",False,False,640/480,30,24.0,7200,18,True,26,661,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/26/24.mp4,./datasets/MDMER/MDMER_physio/EEG/26_24_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/26_24_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/26_24_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 4, 4]",False,False,640/480,30,26.0,7800,18,True,26,662,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/26/25.mp4,./datasets/MDMER/MDMER_physio/EEG/26_25_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/26_25_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/26_25_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 4, 5]",False,False,640/480,30,23.0,6900,18,True,26,663,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/26/26.mp4,./datasets/MDMER/MDMER_physio/EEG/26_26_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/26_26_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/26_26_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[7, 3, 4]",False,False,640/480,30,30.0,9000,18,True,26,664,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/26/27.mp4,./datasets/MDMER/MDMER_physio/EEG/26_27_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/26_27_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/26_27_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 4, 4]",False,False,640/480,30,24.0,7200,18,True,26,665,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/26/28.mp4,./datasets/MDMER/MDMER_physio/EEG/26_28_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/26_28_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/26_28_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 4, 5]",False,False,640/480,30,25.0,7500,18,True,26,666,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/26/29.mp4,./datasets/MDMER/MDMER_physio/EEG/26_29_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/26_29_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/26_29_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[5, 4, 5]",False,False,640/480,30,24.0,7200,18,True,26,667,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/26/30.mp4,./datasets/MDMER/MDMER_physio/EEG/26_30_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/26_30_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/26_30_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[5, 3, 4]",False,False,640/480,30,21.0,6300,18,True,26,668,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/26/31.mp4,./datasets/MDMER/MDMER_physio/EEG/26_31_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/26_31_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/26_31_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[7, 3, 4]",False,False,640/480,30,29.0,8700,18,True,26,669,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/0.mp4,./datasets/MDMER/MDMER_physio/EEG/28_0_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_0_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_0_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[1, 5, 9]",False,False,640/480,30,21.0,6300,18,True,28,670,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/1.mp4,./datasets/MDMER/MDMER_physio/EEG/28_1_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_1_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_1_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[5, 4, 7]",False,False,640/480,30,30.0,9000,18,True,28,671,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/2.mp4,./datasets/MDMER/MDMER_physio/EEG/28_2_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_2_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_2_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[4, 4, 9]",False,False,640/480,30,30.0,9000,18,True,28,672,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/3.mp4,./datasets/MDMER/MDMER_physio/EEG/28_3_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_3_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_3_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[5, 7, 9]",False,False,640/480,30,30.0,9000,18,True,28,673,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/4.mp4,./datasets/MDMER/MDMER_physio/EEG/28_4_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_4_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_4_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[3, 7, 9]",False,False,640/480,30,29.0,8700,18,True,28,674,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/5.mp4,./datasets/MDMER/MDMER_physio/EEG/28_5_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_5_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_5_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[5, 3, 7]",False,False,640/480,30,30.0,9000,18,True,28,675,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/6.mp4,./datasets/MDMER/MDMER_physio/EEG/28_6_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_6_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_6_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[4, 7, 8]",False,False,640/480,30,30.0,9000,18,True,28,676,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/7.mp4,./datasets/MDMER/MDMER_physio/EEG/28_7_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_7_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_7_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 7, 9]",False,False,640/480,30,28.0,8400,18,True,28,677,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/8.mp4,./datasets/MDMER/MDMER_physio/EEG/28_8_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_8_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_8_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[3, 3, 8]",False,False,640/480,30,22.0,6600,18,True,28,678,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/9.mp4,./datasets/MDMER/MDMER_physio/EEG/28_9_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_9_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_9_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 2, 9]",False,False,640/480,30,23.0,6900,18,True,28,679,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/10.mp4,./datasets/MDMER/MDMER_physio/EEG/28_10_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_10_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_10_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[7, 1, 5]",False,False,640/480,30,30.0,9000,18,True,28,680,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/11.mp4,./datasets/MDMER/MDMER_physio/EEG/28_11_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_11_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_11_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[3, 2, 9]",False,False,640/480,30,31.0,9300,18,True,28,681,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/12.mp4,./datasets/MDMER/MDMER_physio/EEG/28_12_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_12_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_12_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[4, 3, 9]",False,False,640/480,30,24.0,7200,18,True,28,682,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/13.mp4,./datasets/MDMER/MDMER_physio/EEG/28_13_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_13_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_13_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[8, 1, 5]",False,False,640/480,30,28.0,8400,18,True,28,683,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/14.mp4,./datasets/MDMER/MDMER_physio/EEG/28_14_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_14_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_14_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 1, 7]",False,False,640/480,30,29.0,8700,18,True,28,684,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/15.mp4,./datasets/MDMER/MDMER_physio/EEG/28_15_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_15_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_15_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[7, 1, 6]",False,False,640/480,30,27.0,8100,18,True,28,685,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/16.mp4,./datasets/MDMER/MDMER_physio/EEG/28_16_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_16_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_16_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[3, 4, 7]",False,False,640/480,30,29.0,8700,18,True,28,686,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/17.mp4,./datasets/MDMER/MDMER_physio/EEG/28_17_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_17_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_17_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[5, 6, 8]",False,False,640/480,30,29.0,8700,18,True,28,687,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/18.mp4,./datasets/MDMER/MDMER_physio/EEG/28_18_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_18_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_18_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[7, 6, 7]",False,False,640/480,30,28.0,8400,18,True,28,688,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/19.mp4,./datasets/MDMER/MDMER_physio/EEG/28_19_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_19_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_19_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[3, 4, 7]",False,False,640/480,30,30.0,9000,18,True,28,689,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/20.mp4,./datasets/MDMER/MDMER_physio/EEG/28_20_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_20_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_20_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 3, 7]",False,False,640/480,30,32.0,9600,18,True,28,690,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/21.mp4,./datasets/MDMER/MDMER_physio/EEG/28_21_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_21_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_21_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[3, 4, 9]",False,False,640/480,30,27.0,8100,18,True,28,691,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/22.mp4,./datasets/MDMER/MDMER_physio/EEG/28_22_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_22_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_22_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[1, 5, 9]",False,False,640/480,30,32.0,9600,18,True,28,692,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/23.mp4,./datasets/MDMER/MDMER_physio/EEG/28_23_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_23_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_23_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[2, 4, 9]",False,False,640/480,30,24.0,7200,18,True,28,693,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/24.mp4,./datasets/MDMER/MDMER_physio/EEG/28_24_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_24_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_24_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[5, 3, 9]",False,False,640/480,30,26.0,7800,18,True,28,694,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/25.mp4,./datasets/MDMER/MDMER_physio/EEG/28_25_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_25_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_25_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[3, 4, 6]",False,False,640/480,30,23.0,6900,18,True,28,695,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/26.mp4,./datasets/MDMER/MDMER_physio/EEG/28_26_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_26_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_26_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[5, 1, 7]",False,False,640/480,30,30.0,9000,18,True,28,696,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/27.mp4,./datasets/MDMER/MDMER_physio/EEG/28_27_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_27_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_27_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[3, 5, 9]",False,False,640/480,30,24.0,7200,18,True,28,697,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/28.mp4,./datasets/MDMER/MDMER_physio/EEG/28_28_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_28_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_28_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 3, 5]",False,False,640/480,30,24.0,7200,18,True,28,698,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/29.mp4,./datasets/MDMER/MDMER_physio/EEG/28_29_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_29_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_29_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[1, 5, 9]",False,False,640/480,30,24.0,7200,18,True,28,699,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/30.mp4,./datasets/MDMER/MDMER_physio/EEG/28_30_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_30_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_30_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[3, 3, 8]",False,False,640/480,30,21.0,6300,18,True,28,700,4
MDMER,./datasets/MDMER,train,./datasets/MDMER/cropped_video/28/31.mp4,./datasets/MDMER/MDMER_physio/EEG/28_31_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/28_31_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/28_31_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 3, 7]",False,False,640/480,30,29.0,8700,18,True,28,701,4
MDMER,./datasets/MDMER,test,./datasets/MDMER/cropped_video/29/0.mp4,./datasets/MDMER/MDMER_physio/EEG/29_0_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/29_0_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/29_0_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 7, 6]",False,False,640/480,30,20.0,6000,18,True,29,702,4
MDMER,./datasets/MDMER,test,./datasets/MDMER/cropped_video/29/1.mp4,./datasets/MDMER/MDMER_physio/EEG/29_1_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/29_1_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/29_1_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[8, 8, 7]",False,False,640/480,30,30.0,9000,18,True,29,703,4
MDMER,./datasets/MDMER,test,./datasets/MDMER/cropped_video/29/2.mp4,./datasets/MDMER/MDMER_physio/EEG/29_2_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/29_2_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/29_2_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 9, 7]",False,False,640/480,30,30.0,9000,18,True,29,704,4
MDMER,./datasets/MDMER,test,./datasets/MDMER/cropped_video/29/3.mp4,./datasets/MDMER/MDMER_physio/EEG/29_3_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/29_3_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/29_3_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[3, 5, 7]",False,False,640/480,30,30.0,9000,18,True,29,705,4
MDMER,./datasets/MDMER,test,./datasets/MDMER/cropped_video/29/4.mp4,./datasets/MDMER/MDMER_physio/EEG/29_4_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/29_4_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/29_4_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[1, 5, 7]",False,False,640/480,30,29.0,8700,18,True,29,706,4
MDMER,./datasets/MDMER,test,./datasets/MDMER/cropped_video/29/5.mp4,./datasets/MDMER/MDMER_physio/EEG/29_5_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/29_5_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/29_5_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[3, 6, 6]",False,False,640/480,30,30.0,9000,18,True,29,707,4
MDMER,./datasets/MDMER,test,./datasets/MDMER/cropped_video/29/6.mp4,./datasets/MDMER/MDMER_physio/EEG/29_6_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/29_6_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/29_6_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[7, 8, 9]",False,False,640/480,30,30.0,9000,18,True,29,708,4
MDMER,./datasets/MDMER,test,./datasets/MDMER/cropped_video/29/7.mp4,./datasets/MDMER/MDMER_physio/EEG/29_7_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/29_7_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/29_7_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[5, 5, 5]",False,False,640/480,30,28.0,8400,18,True,29,709,4
MDMER,./datasets/MDMER,test,./datasets/MDMER/cropped_video/29/8.mp4,./datasets/MDMER/MDMER_physio/EEG/29_8_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/29_8_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/29_8_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[7, 2, 7]",False,False,640/480,30,22.0,6600,18,True,29,710,4
MDMER,./datasets/MDMER,test,./datasets/MDMER/cropped_video/29/9.mp4,./datasets/MDMER/MDMER_physio/EEG/29_9_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/29_9_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/29_9_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 3, 7]",False,False,640/480,30,23.0,6900,18,True,29,711,4
MDMER,./datasets/MDMER,test,./datasets/MDMER/cropped_video/29/10.mp4,./datasets/MDMER/MDMER_physio/EEG/29_10_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/29_10_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/29_10_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[9, 2, 9]",False,False,640/480,30,30.0,9000,18,True,29,712,4
MDMER,./datasets/MDMER,test,./datasets/MDMER/cropped_video/29/11.mp4,./datasets/MDMER/MDMER_physio/EEG/29_11_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/29_11_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/29_11_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[7, 3, 7]",False,False,640/480,30,31.0,9300,18,True,29,713,4
MDMER,./datasets/MDMER,test,./datasets/MDMER/cropped_video/29/12.mp4,./datasets/MDMER/MDMER_physio/EEG/29_12_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/29_12_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/29_12_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[8, 4, 7]",False,False,640/480,30,24.0,7200,18,True,29,714,4
MDMER,./datasets/MDMER,test,./datasets/MDMER/cropped_video/29/13.mp4,./datasets/MDMER/MDMER_physio/EEG/29_13_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/29_13_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/29_13_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[9, 1, 9]",False,False,640/480,30,28.0,8400,18,False,29,715,4
MDMER,./datasets/MDMER,test,./datasets/MDMER/cropped_video/29/14.mp4,./datasets/MDMER/MDMER_physio/EEG/29_14_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/29_14_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/29_14_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[7, 3, 7]",False,False,640/480,30,29.0,8700,18,True,29,716,4
MDMER,./datasets/MDMER,test,./datasets/MDMER/cropped_video/29/15.mp4,./datasets/MDMER/MDMER_physio/EEG/29_15_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/29_15_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/29_15_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[7, 2, 7]",False,False,640/480,30,27.0,8100,18,True,29,717,4
MDMER,./datasets/MDMER,test,./datasets/MDMER/cropped_video/29/16.mp4,./datasets/MDMER/MDMER_physio/EEG/29_16_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/29_16_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/29_16_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[9, 5, 7]",False,False,640/480,30,29.0,8700,18,True,29,718,4
MDMER,./datasets/MDMER,test,./datasets/MDMER/cropped_video/29/17.mp4,./datasets/MDMER/MDMER_physio/EEG/29_17_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/29_17_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/29_17_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 4, 7]",False,False,640/480,30,29.0,8700,18,True,29,719,4
MDMER,./datasets/MDMER,test,./datasets/MDMER/cropped_video/29/18.mp4,./datasets/MDMER/MDMER_physio/EEG/29_18_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/29_18_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/29_18_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 4, 6]",False,False,640/480,30,28.0,8400,18,True,29,720,4
MDMER,./datasets/MDMER,test,./datasets/MDMER/cropped_video/29/19.mp4,./datasets/MDMER/MDMER_physio/EEG/29_19_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/29_19_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/29_19_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[7, 3, 6]",False,False,640/480,30,30.0,9000,18,True,29,721,4
MDMER,./datasets/MDMER,test,./datasets/MDMER/cropped_video/29/20.mp4,./datasets/MDMER/MDMER_physio/EEG/29_20_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/29_20_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/29_20_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[8, 4, 7]",False,False,640/480,30,32.0,9600,18,True,29,722,4
MDMER,./datasets/MDMER,test,./datasets/MDMER/cropped_video/29/21.mp4,./datasets/MDMER/MDMER_physio/EEG/29_21_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/29_21_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/29_21_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 4, 6]",False,False,640/480,30,26.0,7800,18,True,29,723,4
MDMER,./datasets/MDMER,test,./datasets/MDMER/cropped_video/29/22.mp4,./datasets/MDMER/MDMER_physio/EEG/29_22_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/29_22_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/29_22_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[6, 5, 5]",False,False,640/480,30,32.0,9600,18,True,29,724,4
MDMER,./datasets/MDMER,test,./datasets/MDMER/cropped_video/29/23.mp4,./datasets/MDMER/MDMER_physio/EEG/29_23_EEG.csv,False,False,False,False,./datasets/MDMER/MDMER_physio/GSR/29_23_GSR.csv,./datasets/MDMER/MDMER_physio/BVP/29_23_BVP.csv,False,False,False,False,False,"valence, arousal, dominance","[7, 3, 7]",False,False,640/480,30,24.0,7200,18,True,29,725,4
