dataset,root,data_split,facial_video,EEG,ECG,EDA,EOG,EMG,GSR,BVP,respiration,skin_temp,heart_rate,IBI,PPG,MEG,anno_type,self_annotation,external_annotation,partner_annotation,frame_size,fps,duration,EEG_vec_counts,EEG_ch,bool_both_file,participant_id,sample_id,fold
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/36_anger.mp4,./datasets/Emognition/EEG/36/36_ANGER_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/36/36_anger_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/36/36_anger_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[4, 2, 4]",False,False,1080/1920,60,120.15,30985,4,True,36,104,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/36_enthusiasm.mp4,./datasets/Emognition/EEG/36/36_ENTHUSIASM_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/36/36_enthusiasm_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/36/36_enthusiasm_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[6, 2, 7]",False,False,1080/1920,60,119.233333,30739,4,True,36,105,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/36_liking.mp4,./datasets/Emognition/EEG/36/36_LIKING_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/36/36_liking_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/36/36_liking_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[6, 2, 6]",False,False,1080/1920,60,111.566667,28685,4,True,36,106,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/36_fear.mp4,./datasets/Emognition/EEG/36/36_FEAR_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/36/36_fear_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/36/36_fear_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[3, 3, 5]",False,False,1080/1920,60,120.433333,30987,4,True,36,107,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/36_amusement.mp4,./datasets/Emognition/EEG/36/36_AMUSEMENT_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/36/36_amusement_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/36/36_amusement_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[6, 3, 5]",False,False,1080/1920,60,120.25,30985,4,True,36,108,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/36_sadness.mp4,./datasets/Emognition/EEG/36/36_SADNESS_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/36/36_sadness_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/36/36_sadness_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[4, 2, 5]",False,False,1080/1920,60,119.366667,30726,4,True,36,109,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/37_baseline.mp4,./datasets/Emognition/EEG/37/37_BASELINE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/37/37_baseline_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/37/37_baseline_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 6, 5]",False,False,1080/1920,60,316.75,81833,4,True,37,110,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/37_neutral.mp4,./datasets/Emognition/EEG/37/37_NEUTRAL_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/37/37_neutral_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/37/37_neutral_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 5, 5]",False,False,1080/1920,60,121.616667,31321,4,True,37,111,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/37_awe.mp4,./datasets/Emognition/EEG/37/37_AWE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/37/37_awe_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/37/37_awe_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[6, 6, 6]",False,False,1080/1920,60,116.583333,30015,4,True,37,112,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/37_disgust.mp4,./datasets/Emognition/EEG/37/37_DISGUST_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/37/37_disgust_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/37/37_disgust_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[1, 8, 2]",False,False,1080/1920,60,68.6,17722,4,True,37,113,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/37_surprise.mp4,./datasets/Emognition/EEG/37/37_SURPRISE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/37/37_surprise_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/37/37_surprise_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[4, 7, 5]",False,False,1080/1920,60,49.4,12831,4,True,37,114,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/37_anger.mp4,./datasets/Emognition/EEG/37/37_ANGER_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/37/37_anger_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/37/37_anger_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[2, 8, 3]",False,False,1080/1920,60,120.033333,31024,4,True,37,115,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/37_enthusiasm.mp4,./datasets/Emognition/EEG/37/37_ENTHUSIASM_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/37/37_enthusiasm_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/37/37_enthusiasm_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[7, 7, 6]",False,False,1080/1920,60,119.583333,30774,4,True,37,116,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/37_liking.mp4,./datasets/Emognition/EEG/37/37_LIKING_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/37/37_liking_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/37/37_liking_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[9, 8, 8]",False,False,1080/1920,60,111.433333,28683,4,True,37,117,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/37_fear.mp4,./datasets/Emognition/EEG/37/37_FEAR_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/37/37_fear_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/37/37_fear_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[3, 8, 2]",False,False,1080/1920,60,11.516667,3349,4,True,37,118,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/37_amusement.mp4,./datasets/Emognition/EEG/37/37_AMUSEMENT_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/37/37_amusement_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/37/37_amusement_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[6, 7, 6]",False,False,1080/1920,60,120.566667,31055,4,True,37,119,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/37_sadness.mp4,./datasets/Emognition/EEG/37/37_SADNESS_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/37/37_sadness_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/37/37_sadness_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[2, 7, 4]",False,False,1080/1920,60,119.266667,31044,4,True,37,120,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/38_baseline.mp4,./datasets/Emognition/EEG/38/38_BASELINE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/38/38_baseline_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/38/38_baseline_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 1, 5]",False,False,1080/1920,60,316.633333,81605,4,True,38,121,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/38_neutral.mp4,./datasets/Emognition/EEG/38/38_NEUTRAL_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/38/38_neutral_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/38/38_neutral_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[6, 3, 8]",False,False,1080/1920,60,121.533333,31586,4,True,38,122,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/38_awe.mp4,./datasets/Emognition/EEG/38/38_AWE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/38/38_awe_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/38/38_awe_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[6, 2, 5]",False,False,1080/1920,60,116.633333,30278,4,True,38,123,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/38_disgust.mp4,./datasets/Emognition/EEG/38/38_DISGUST_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/38/38_disgust_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/38/38_disgust_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[4, 7, 1]",False,False,1080/1920,60,68.766667,17704,4,True,38,124,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/38_surprise.mp4,./datasets/Emognition/EEG/38/38_SURPRISE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/38/38_surprise_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/38/38_surprise_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 2, 4]",False,False,1080/1920,60,49.433333,12834,4,True,38,125,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/38_anger.mp4,./datasets/Emognition/EEG/38/38_ANGER_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/38/38_anger_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/38/38_anger_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[3, 6, 4]",False,False,1080/1920,60,120.1,31042,4,True,38,126,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/38_enthusiasm.mp4,./datasets/Emognition/EEG/38/38_ENTHUSIASM_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/38/38_enthusiasm_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/38/38_enthusiasm_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[6, 5, 5]",False,False,1080/1920,60,119.583333,30798,4,True,38,127,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/38_liking.mp4,./datasets/Emognition/EEG/38/38_LIKING_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/38/38_liking_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/38/38_liking_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[8, 7, 8]",False,False,1080/1920,60,111.216667,28745,4,True,38,128,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/38_fear.mp4,./datasets/Emognition/EEG/38/38_FEAR_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/38/38_fear_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/38/38_fear_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[4, 4, 3]",False,False,1080/1920,60,120.283333,31030,4,True,38,129,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/38_amusement.mp4,./datasets/Emognition/EEG/38/38_AMUSEMENT_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/38/38_amusement_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/38/38_amusement_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[7, 6, 8]",False,False,1080/1920,60,120.066667,30808,4,True,38,130,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/38_sadness.mp4,./datasets/Emognition/EEG/38/38_SADNESS_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/38/38_sadness_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/38/38_sadness_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[3, 4, 5]",False,False,1080/1920,60,119.35,30795,4,True,38,131,0
Emognition,./datasets/Emognition,test,./datasets/Emognition/cropped_video/39_baseline.mp4,./datasets/Emognition/EEG/39/39_BASELINE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/39/39_baseline_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/39/39_baseline_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[6, 2, 5]",False,False,1080/1920,60,321.8,81465,4,True,39,132,0
Emognition,./datasets/Emognition,test,./datasets/Emognition/cropped_video/39_neutral.mp4,./datasets/Emognition/EEG/39/39_NEUTRAL_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/39/39_neutral_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/39/39_neutral_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 1, 5]",False,False,1080/1920,60,121.633333,31488,4,True,39,133,0
Emognition,./datasets/Emognition,test,./datasets/Emognition/cropped_video/39_awe.mp4,./datasets/Emognition/EEG/39/39_AWE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/39/39_awe_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/39/39_awe_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[6, 5, 8]",False,False,1080/1920,60,116.733333,29952,4,True,39,134,0
Emognition,./datasets/Emognition,test,./datasets/Emognition/cropped_video/39_disgust.mp4,./datasets/Emognition/EEG/39/39_DISGUST_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/39/39_disgust_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/39/39_disgust_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 3, 5]",False,False,1080/1920,60,68.416667,17667,4,True,39,135,0
Emognition,./datasets/Emognition,test,./datasets/Emognition/cropped_video/39_surprise.mp4,./datasets/Emognition/EEG/39/39_SURPRISE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/39/39_surprise_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/39/39_surprise_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 2, 5]",False,False,1080/1920,60,49.45,12806,4,False,39,136,0
Emognition,./datasets/Emognition,test,./datasets/Emognition/cropped_video/39_anger.mp4,./datasets/Emognition/EEG/39/39_ANGER_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/39/39_anger_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/39/39_anger_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[4, 3, 4]",False,False,1080/1920,60,120.133333,30973,4,True,39,137,0
Emognition,./datasets/Emognition,test,./datasets/Emognition/cropped_video/39_enthusiasm.mp4,./datasets/Emognition/EEG/39/39_ENTHUSIASM_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/39/39_enthusiasm_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/39/39_enthusiasm_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 2, 7]",False,False,1080/1920,60,119.383333,30720,4,True,39,138,0
Emognition,./datasets/Emognition,test,./datasets/Emognition/cropped_video/39_liking.mp4,./datasets/Emognition/EEG/39/39_LIKING_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/39/39_liking_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/39/39_liking_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[7, 3, 8]",False,False,1080/1920,60,111.4,28733,4,False,39,139,0
Emognition,./datasets/Emognition,test,./datasets/Emognition/cropped_video/39_fear.mp4,./datasets/Emognition/EEG/39/39_FEAR_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/39/39_fear_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/39/39_fear_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 2, 5]",False,False,1080/1920,60,120.35,31023,4,True,39,140,0
Emognition,./datasets/Emognition,test,./datasets/Emognition/cropped_video/39_amusement.mp4,./datasets/Emognition/EEG/39/39_AMUSEMENT_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/39/39_amusement_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/39/39_amusement_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[7, 4, 6]",False,False,1080/1920,60,120.133333,30978,4,True,39,141,0
Emognition,./datasets/Emognition,test,./datasets/Emognition/cropped_video/39_sadness.mp4,./datasets/Emognition/EEG/39/39_SADNESS_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/39/39_sadness_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/39/39_sadness_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[4, 2, 4]",False,False,1080/1920,60,119.416667,30720,4,True,39,142,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/40_baseline.mp4,./datasets/Emognition/EEG/40/40_BASELINE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/40/40_baseline_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/40/40_baseline_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 1, 5]",False,False,1080/1920,60,317.116667,82627,4,True,40,143,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/40_neutral.mp4,./datasets/Emognition/EEG/40/40_NEUTRAL_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/40/40_neutral_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/40/40_neutral_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 1, 5]",False,False,1080/1920,60,121.85,31480,4,True,40,144,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/40_awe.mp4,./datasets/Emognition/EEG/40/40_AWE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/40/40_awe_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/40/40_awe_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[8, 3, 8]",False,False,1080/1920,60,116.75,30087,4,True,40,145,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/40_disgust.mp4,./datasets/Emognition/EEG/40/40_DISGUST_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/40/40_disgust_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/40/40_disgust_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[6, 3, 4]",False,False,1080/1920,60,68.833333,17762,4,True,40,146,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/40_surprise.mp4,./datasets/Emognition/EEG/40/40_SURPRISE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/40/40_surprise_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/40/40_surprise_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 2, 5]",False,False,1080/1920,60,49.75,12927,4,True,40,147,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/40_anger.mp4,./datasets/Emognition/EEG/40/40_ANGER_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/40/40_anger_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/40/40_anger_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[6, 2, 4]",False,False,1080/1920,60,120.066667,30967,4,True,40,148,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/40_enthusiasm.mp4,./datasets/Emognition/EEG/40/40_ENTHUSIASM_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/40/40_enthusiasm_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/40/40_enthusiasm_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[8, 4, 9]",False,False,1080/1920,60,119.7,31060,4,True,40,149,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/40_liking.mp4,./datasets/Emognition/EEG/40/40_LIKING_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/40/40_liking_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/40/40_liking_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[8, 3, 9]",False,False,1080/1920,60,111.333333,26425,4,True,40,150,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/40_fear.mp4,./datasets/Emognition/EEG/40/40_FEAR_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/40/40_fear_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/40/40_fear_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[6, 2, 7]",False,False,1080/1920,60,120.9,31294,4,True,40,151,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/40_amusement.mp4,./datasets/Emognition/EEG/40/40_AMUSEMENT_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/40/40_amusement_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/40/40_amusement_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[6, 2, 5]",False,False,1080/1920,60,119.433333,31097,4,True,40,152,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/40_sadness.mp4,./datasets/Emognition/EEG/40/40_SADNESS_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/40/40_sadness_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/40/40_sadness_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 2, 5]",False,False,1080/1920,60,119.35,30988,4,True,40,153,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/41_baseline.mp4,./datasets/Emognition/EEG/41/41_BASELINE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/41/41_baseline_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/41/41_baseline_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 1, 5]",False,False,1080/1920,60,317.2,81618,4,True,41,154,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/41_neutral.mp4,./datasets/Emognition/EEG/41/41_NEUTRAL_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/41/41_neutral_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/41/41_neutral_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 1, 5]",False,False,1080/1920,60,121.85,31379,4,True,41,155,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/41_awe.mp4,./datasets/Emognition/EEG/41/41_AWE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/41/41_awe_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/41/41_awe_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[7, 5, 7]",False,False,1080/1920,60,116.65,29967,4,True,41,156,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/41_disgust.mp4,./datasets/Emognition/EEG/41/41_DISGUST_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/41/41_disgust_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/41/41_disgust_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[6, 5, 1]",False,False,1080/1920,60,68.9,17695,4,True,41,157,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/41_surprise.mp4,./datasets/Emognition/EEG/41/41_SURPRISE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/41/41_surprise_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/41/41_surprise_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 5, 3]",False,False,1080/1920,60,49.8,12800,4,True,41,158,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/41_anger.mp4,./datasets/Emognition/EEG/41/41_ANGER_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/41/41_anger_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/41/41_anger_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[4, 7, 1]",False,False,1080/1920,60,120.083333,31017,4,True,41,159,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/41_enthusiasm.mp4,./datasets/Emognition/EEG/41/41_ENTHUSIASM_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/41/41_enthusiasm_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/41/41_enthusiasm_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[6, 4, 6]",False,False,1080/1920,60,119.816667,30764,4,True,41,160,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/41_liking.mp4,./datasets/Emognition/EEG/41/41_LIKING_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/41/41_liking_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/41/41_liking_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[6, 5, 7]",False,False,1080/1920,60,111.5,28747,4,True,41,161,0
